    0.981	    0.143	    5.738	    0.251	   -5.500
    0.980	    0.153	    5.048	    0.746	   -5.497
    0.973	    0.146	    4.305	    0.735	   -5.493
    0.968	    0.002	    3.904	    1.223	   -5.489
    0.964	    0.155	    3.226	    1.101	   -5.486
    0.956	    0.002	    2.920	    1.281	   -5.482
    0.951	    0.164	    2.624	    1.306	   -5.479
    0.942	    0.003	    2.276	    1.268	   -5.476
    0.939	    0.147	    2.279	    1.320	   -5.472
    0.934	    0.002	    1.915	    1.330	   -5.468
    0.930	    0.151	    1.826	    1.264	   -5.465
    0.929	    0.153	    1.539	    1.312	   -5.462
    0.928	    0.147	    1.468	    1.207	   -5.458
    0.929	    0.152	    1.444	    1.338	   -5.455
    0.934	    0.162	    1.031	    1.130	   -5.451
    0.934	    0.160	    1.096	    1.163	   -5.447
    0.934	    0.143	    0.868	    1.205	   -5.444
    0.939	    0.002	    0.667	    1.111	   -5.441
    0.942	    0.145	    0.819	    1.229	   -5.437
    0.947	    0.002	    0.566	    1.107	   -5.434
    0.951	    0.160	    0.674	    1.071	   -5.430
    0.958	    0.163	    0.436	    1.043	   -5.426
    0.964	    0.146	    0.575	    1.062	   -5.423
    0.968	    0.154	    0.511	    1.072	   -5.420
    0.975	    0.152	    0.489	    0.959	   -5.416
    0.982	    0.143	    0.449	    0.923	   -5.412
    0.984	    0.003	    0.296	    0.961	   -5.409
    0.990	    0.002	    0.144	    0.728	   -5.405
    0.995	    0.157	    0.204	    0.883	   -5.402
    1.003	    0.151	   -0.042	    0.706	   -5.399
    1.006	    0.151	    0.175	    0.724	   -5.395
    1.008	    0.002	   -0.005	    0.706	   -5.391
    1.011	    0.147	   -0.040	    0.465	   -5.388
    1.015	    0.152	    0.112	    0.623	   -5.385
    1.022	    0.002	    0.110	    0.555	   -5.381
    1.021	    0.164	    0.098	    0.522	   -5.378
    1.024	    0.163	    0.031	    0.446	   -5.374
    1.030	    0.141	   -0.101	    0.343	   -5.370
    1.030	    0.003	    0.011	    0.529	   -5.367
    1.039	    0.144	   -0.239	    0.273	   -5.364
    1.041	    0.154	   -0.087	    0.327	   -5.360
    1.046	    0.151	   -0.177	    0.396	   -5.356
    1.050	    0.147	   -0.282	    0.192	   -5.353
    1.055	    0.002	   -0.076	    0.397	   -5.349
    1.056	    0.145	   -0.275	    0.158	   -5.346
    1.059	    0.156	   -0.053	    0.252	   -5.343
    1.063	    0.002	   -0.030	    0.257	   -5.339
    1.065	    0.161	   -0.268	    0.080	   -5.335
    1.071	    0.002	   -0.111	    0.168	   -5.332
    1.076	    0.157	   -0.347	    0.111	   -5.329
    1.078	    0.002	   -0.108	    0.164	   -5.325
    1.089	    0.154	   -0.375	    0.034	   -5.322
    1.088	    0.151	   -0.297	   -0.011	   -5.318
    1.096	    0.141	   -0.390	    0.027	   -5.314
    1.098	    0.155	   -0.414	   -0.032	   -5.311
    1.102	    0.003	   -0.149	    0.047	   -5.308
    1.109	    0.155	   -0.265	    0.074	   -5.304
    1.115	    0.150	   -0.258	   -0.085	   -5.300
    1.122	    0.001	   -0.070	    0.101	   -5.297
    1.122	    0.148	   -0.342	   -0.056	   -5.293
